Input Current vs Torque Angle
Torque Angle +39 (elec. degrees)
Current (A)
2.12824	43547.179221
3	43544.189015
6	43536.639028
9	43531.826516
12	43529.736153
15	43530.340281
18	43533.600547
21	43539.467675
24	43547.883173
27	43558.779371
30	43572.081886
33	43579.545834
36	43588.191552
39	43598.846747
42	43611.462123
45	43625.983179
48	43642.350731
51	43660.501442
54	43680.367998
57	43701.879580
60	43724.962244
63	43749.539177
66	43775.530979
69	43802.855866
72	43831.430717
75	43861.170102
78	43891.987336
81	43923.794511
84	43956.502771
87	43990.022505
90	44024.263521
93	44059.135293
96	44094.547040
99	44130.407948
102	44166.627396
105	44203.114967
108	44239.780709
111	44276.535140
114	44313.289516
117	44349.955879
120	44386.447176
123	44422.677347
126	44458.561550
129	44494.016099
132	44528.958635
135	44563.308265
138	44596.985687
141	44629.913079
144	44662.014239
147	44693.215468
150	44723.444246
153	44752.630182
156	44780.705083
159	44807.602882
162	44833.259752
165	44857.614275
168	44880.607453
171	44902.182862
174	44922.286641
177	44940.867731
180	44957.877869
Input Current
